 All solute fluxes and cumulative solute fluxes are positive into the region

       Time       cvTop      cvBot    Sum(cvTop) Sum(cvBot)   cvCh0      cvCh1       cTop      cRoot       cBot      cvRoot   Sum(cvRoot) Sum(cvNEql) TLevel
        [T]      [M/L2/T]   [M/L2/T]    [M/L2]     [M/L2]     [M/L2]     [M/L2]      [M/L3]    [M/L3]      [M/L3]   [M/L2/T]    [M/L2]      [M/L2]
       6.48385   .000E+00  -.151E-11   .126E+04  -.232E-12   .000E+00   .000E+00   .000E+00   .000E+00   .773E-12   .000E+00   .000E+00   .000E+00      94
       6.56376   .000E+00  -.310E-11   .126E+04  -.480E-12   .000E+00   .000E+00   .000E+00   .000E+00   .157E-11   .000E+00   .000E+00   .000E+00      95
       6.64367   .000E+00  -.626E-11   .126E+04  -.980E-12   .000E+00   .000E+00   .000E+00   .000E+00   .317E-11   .000E+00   .000E+00   .000E+00      96
       6.72358   .000E+00  -.125E-10   .126E+04  -.198E-11   .000E+00   .000E+00   .000E+00   .000E+00   .630E-11   .000E+00   .000E+00   .000E+00      97
       6.80350   .000E+00  -.247E-10   .126E+04  -.395E-11   .000E+00   .000E+00   .452E-09   .000E+00   .124E-10   .000E+00   .000E+00   .000E+00      98
       6.88341   .000E+00  -.481E-10   .126E+04  -.780E-11   .000E+00   .000E+00   .389E-09   .000E+00   .241E-10   .000E+00   .000E+00   .000E+00      99
       6.96332   .000E+00  -.928E-10   .126E+04  -.152E-10   .000E+00   .000E+00   .241E-09   .000E+00   .462E-10   .000E+00   .000E+00   .000E+00     100
       7.04323   .000E+00  -.177E-09   .126E+04  -.294E-10   .000E+00   .000E+00   .123E-09   .000E+00   .879E-10   .000E+00   .000E+00   .000E+00     101
       7.12315   .000E+00  -.334E-09   .126E+04  -.561E-10   .000E+00   .000E+00   .488E-10   .000E+00   .165E-09   .000E+00   .000E+00   .000E+00     102
       7.20306   .000E+00  -.624E-09   .126E+04  -.106E-09   .000E+00   .000E+00   .101E-10   .000E+00   .307E-09   .000E+00   .000E+00   .000E+00     103
       7.28297   .000E+00  -.115E-08   .126E+04  -.198E-09   .000E+00   .000E+00   .000E+00   .000E+00   .565E-09   .000E+00   .000E+00   .000E+00     104
       7.36288   .000E+00  -.211E-08   .126E+04  -.366E-09   .000E+00   .000E+00   .000E+00   .000E+00   .103E-08   .000E+00   .000E+00   .000E+00     105
       7.44280   .000E+00  -.381E-08   .126E+04  -.671E-09   .000E+00   .000E+00   .000E+00   .000E+00   .186E-08   .000E+00   .000E+00   .000E+00     106
       7.52271   .000E+00  -.682E-08   .126E+04  -.122E-08   .000E+00   .000E+00   .000E+00   .000E+00   .331E-08   .000E+00   .000E+00   .000E+00     107
       7.60262   .000E+00  -.121E-07   .126E+04  -.218E-08   .000E+00   .000E+00   .000E+00   .000E+00   .585E-08   .000E+00   .000E+00   .000E+00     108
       7.68254   .000E+00  -.212E-07   .126E+04  -.388E-08   .000E+00   .000E+00   .000E+00   .000E+00   .102E-07   .000E+00   .000E+00   .000E+00     109
       7.76245   .000E+00  -.369E-07   .126E+04  -.683E-08   .000E+00   .000E+00   .000E+00   .000E+00   .177E-07   .000E+00   .000E+00   .000E+00     110
       7.84236   .000E+00  -.636E-07   .126E+04  -.119E-07   .000E+00   .000E+00   .000E+00   .000E+00   .304E-07   .000E+00   .000E+00   .000E+00     111
       7.92227   .000E+00  -.108E-06   .126E+04  -.206E-07   .000E+00   .000E+00   .000E+00   .000E+00   .517E-07   .000E+00   .000E+00   .000E+00     112
       8.00219   .000E+00  -.183E-06   .126E+04  -.352E-07   .000E+00   .000E+00   .114E-13   .000E+00   .872E-07   .000E+00   .000E+00   .000E+00     113
       8.08210   .000E+00  -.307E-06   .126E+04  -.598E-07   .000E+00   .000E+00   .276E-13   .000E+00   .145E-06   .000E+00   .000E+00   .000E+00     114
       8.16201   .000E+00  -.510E-06   .126E+04  -.100E-06   .000E+00   .000E+00   .167E-13   .000E+00   .241E-06   .000E+00   .000E+00   .000E+00     115
       8.24192   .000E+00  -.838E-06   .126E+04  -.167E-06   .000E+00   .000E+00   .521E-14   .000E+00   .394E-06   .000E+00   .000E+00   .000E+00     116
       8.32183   .000E+00  -.137E-05   .126E+04  -.277E-06   .000E+00   .000E+00   .000E+00   .000E+00   .641E-06   .000E+00   .000E+00   .000E+00     117
       8.40175   .000E+00  -.221E-05   .126E+04  -.453E-06   .000E+00   .000E+00   .000E+00   .000E+00   .103E-05   .000E+00   .000E+00   .000E+00     118
       8.48166   .000E+00  -.354E-05   .126E+04  -.736E-06   .000E+00   .000E+00   .000E+00   .000E+00   .165E-05   .000E+00   .000E+00   .000E+00     119
       8.56157   .000E+00  -.563E-05   .126E+04  -.119E-05   .000E+00   .000E+00   .000E+00   .000E+00   .261E-05   .000E+00   .000E+00   .000E+00     120
       8.64149   .000E+00  -.887E-05   .126E+04  -.189E-05   .000E+00   .000E+00   .000E+00   .000E+00   .411E-05   .000E+00   .000E+00   .000E+00     121
       8.72140   .000E+00  -.139E-04   .126E+04  -.300E-05   .000E+00   .000E+00   .000E+00   .000E+00   .640E-05   .000E+00   .000E+00   .000E+00     122
       8.80131   .000E+00  -.215E-04   .126E+04  -.472E-05   .000E+00   .000E+00   .000E+00   .000E+00   .989E-05   .000E+00   .000E+00   .000E+00     123
       8.88122   .000E+00  -.331E-04   .126E+04  -.736E-05   .000E+00   .000E+00   .000E+00   .000E+00   .152E-04   .000E+00   .000E+00   .000E+00     124
       8.96114   .000E+00  -.505E-04   .126E+04  -.114E-04   .000E+00   .000E+00   .000E+00   .000E+00   .231E-04   .000E+00   .000E+00   .000E+00     125
       9.04105   .000E+00  -.764E-04   .126E+04  -.175E-04   .000E+00   .000E+00   .000E+00   .000E+00   .348E-04   .000E+00   .000E+00   .000E+00     126
       9.12096   .000E+00  -.115E-03   .126E+04  -.267E-04   .000E+00   .000E+00   .123E-16   .000E+00   .522E-04   .000E+00   .000E+00   .000E+00     127
       9.20087   .000E+00  -.171E-03   .126E+04  -.404E-04   .000E+00   .000E+00   .185E-16   .000E+00   .776E-04   .000E+00   .000E+00   .000E+00     128
       9.28079   .000E+00  -.254E-03   .126E+04  -.606E-04   .000E+00   .000E+00   .134E-16   .000E+00   .114E-03   .000E+00   .000E+00   .000E+00     129
       9.36070   .000E+00  -.373E-03   .126E+04  -.904E-04   .000E+00   .000E+00   .744E-17   .000E+00   .168E-03   .000E+00   .000E+00   .000E+00     130
       9.44061   .000E+00  -.543E-03   .126E+04  -.134E-03   .000E+00   .000E+00   .319E-17   .000E+00   .244E-03   .000E+00   .000E+00   .000E+00     131
       9.52052   .000E+00  -.787E-03   .126E+04  -.197E-03   .000E+00   .000E+00   .712E-18   .000E+00   .352E-03   .000E+00   .000E+00   .000E+00     132
       9.60044   .000E+00  -.113E-02   .126E+04  -.287E-03   .000E+00   .000E+00   .000E+00   .000E+00   .505E-03   .000E+00   .000E+00   .000E+00     133
       9.68035   .000E+00  -.162E-02   .126E+04  -.416E-03   .000E+00   .000E+00   .000E+00   .000E+00   .719E-03   .000E+00   .000E+00   .000E+00     134
       9.76026   .000E+00  -.229E-02   .126E+04  -.599E-03   .000E+00   .000E+00   .000E+00   .000E+00   .102E-02   .000E+00   .000E+00   .000E+00     135
       9.84017   .000E+00  -.323E-02   .126E+04  -.857E-03   .000E+00   .000E+00   .000E+00   .000E+00   .143E-02   .000E+00   .000E+00   .000E+00     136
       9.92009   .000E+00  -.451E-02   .126E+04  -.122E-02   .000E+00   .000E+00   .000E+00   .000E+00   .199E-02   .000E+00   .000E+00   .000E+00     137
      10.00000   .000E+00  -.627E-02   .126E+04  -.172E-02   .000E+00   .000E+00   .000E+00   .000E+00   .276E-02   .000E+00   .000E+00   .000E+00     138
      10.08065   .000E+00  -.867E-02   .126E+04  -.242E-02   .000E+00   .000E+00   .000E+00   .000E+00   .381E-02   .000E+00   .000E+00   .000E+00     139
      10.16125   .000E+00  -.119E-01   .126E+04  -.338E-02   .000E+00   .000E+00   .000E+00   .000E+00   .522E-02   .000E+00   .000E+00   .000E+00     140
      10.24187   .000E+00  -.163E-01   .126E+04  -.469E-02   .000E+00   .000E+00   .000E+00   .000E+00   .712E-02   .000E+00   .000E+00   .000E+00     141
      10.32249   .000E+00  -.221E-01   .126E+04  -.648E-02   .000E+00   .000E+00   .000E+00   .000E+00   .963E-02   .000E+00   .000E+00   .000E+00     142
      10.40311   .000E+00  -.298E-01   .126E+04  -.888E-02   .000E+00   .000E+00   .000E+00   .000E+00   .130E-01   .000E+00   .000E+00   .000E+00     143
      10.48373   .000E+00  -.400E-01   .126E+04  -.121E-01   .000E+00   .000E+00   .000E+00   .000E+00   .173E-01   .000E+00   .000E+00   .000E+00     144
      10.56435   .000E+00  -.532E-01   .126E+04  -.164E-01   .000E+00   .000E+00   .713E-21   .000E+00   .230E-01   .000E+00   .000E+00   .000E+00     145
      10.64496   .000E+00  -.705E-01   .126E+04  -.221E-01   .000E+00   .000E+00   .171E-20   .000E+00   .304E-01   .000E+00   .000E+00   .000E+00     146
      10.72558   .000E+00  -.927E-01   .126E+04  -.296E-01   .000E+00   .000E+00   .151E-20   .000E+00   .399E-01   .000E+00   .000E+00   .000E+00     147
      10.80620   .000E+00  -.121E+00   .126E+04  -.393E-01   .000E+00   .000E+00   .112E-20   .000E+00   .520E-01   .000E+00   .000E+00   .000E+00     148
      10.88682   .000E+00  -.158E+00   .126E+04  -.520E-01   .000E+00   .000E+00   .774E-21   .000E+00   .675E-01   .000E+00   .000E+00   .000E+00     149
