 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Example 2 - Grass Field Problem (Hupselse Beek 1982)                  *
 *   Modified model of soil hydraulic parameters                        *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)............... 50
 No. of observations.................(NOBb)............. 176


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .399
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     1.600
 Saturated conductivity..............(CONDS).......... .1000E+02
 Pore conectivity factor.............(L)..............      .500


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............      .000
 Saturated moisture content..........(WCS)............      .339
 First coefficient...................(ALPHA)..........      .030
 Second coefficeint..................(N)..............     2.000
 Saturated conductivity..............(CONDS).......... .3000E+02
 Pore conectivity factor.............(L)..............      .500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
  135    241.333      -173.139     -173.101    -.038     1     1
  140    246.667      -201.603     -201.447    -.156     1     1
  145    253.500      -224.253     -224.147    -.106     1     1
  148    262.680      -251.024     -251.021    -.003     1     1
  155    268.520      -233.861     -233.992     .131     1     1
  160    272.300      -224.490     -224.658     .168     1     1
  161    273.000      -209.690     -210.020     .330     1     1
    2     90.100        74.615       74.613     .002     1     2
   13     96.383        58.099       58.047     .052     1     2
   16    101.589        71.632       71.557     .075     1     2
   23    111.000        48.191       48.176     .015     1     2
   26    116.383        36.622       36.632    -.010     1     2
   28    120.200        33.841       33.872    -.031     1     2
   31    125.000        40.652       40.686    -.034     1     2
   35    131.000        54.387       54.354     .033     1     2
   38    137.383        31.939       31.957    -.018     1     2
   44    142.000        27.841       27.879    -.038     1     2
   47    145.333        25.477       25.510    -.033     1     2
   49    147.750        19.646       19.679    -.033     1     2
   51    152.000         9.037        9.018     .019     1     2
   53    156.500        -3.770       -3.789     .019     1     2
   56    160.000        -7.452       -7.462     .010     1     2
   60    164.100       -12.325      -12.390     .065     1     2
   63    167.000       -11.890      -11.999     .109     1     2
   65    169.750        -9.907       -9.969     .062     1     2
   71    172.600        -6.986       -6.991     .005     1     2
   74    175.383          .218         .185     .033     1     2
   76    178.000         1.129        1.123     .006     1     2
   79    180.500         6.160        6.114     .046     1     2
   82    183.333         6.392        6.396    -.004     1     2
   84    187.229         3.139        3.214    -.075     1     2
   86    193.229       -10.524      -10.558     .034     1     2
   92    196.750       -19.459      -19.503     .044     1     2
   95    202.500       -31.403      -31.455     .052     1     2
   97    207.383       -40.159      -40.218     .059     1     2
  100    213.000       -49.458      -49.505     .047     1     2
  103    216.900       -56.700      -56.726     .026     1     2
  106    219.383       -60.909      -60.926     .017     1     2
  112    222.229       -64.846      -64.855     .009     1     2
  114    225.520       -68.909      -68.903    -.006     1     2
  116    227.200       -70.934      -70.923    -.011     1     2
  119    229.000       -72.797      -72.785    -.012     1     2
  121    230.750       -73.831      -73.832     .001     1     2
  123    233.000       -73.619      -73.648     .029     1     2
  125    235.100       -73.318      -73.347     .029     1     2
  131    237.333       -73.290      -73.311     .021     1     2
  132    239.100       -73.377      -73.398     .021     1     2
  134    240.589       -73.214      -73.239     .025     1     2
  137    243.229       -73.064      -73.074     .010     1     2
  139    246.000       -73.663      -73.656    -.007     1     2
  142    248.589       -74.745      -74.727    -.018     1     2
  143    252.500       -76.912      -76.886    -.026     1     2
  146    260.000       -82.176      -82.130    -.046     1     2
  152    263.333       -84.660      -84.609    -.051     1     2
  154    266.000       -86.654      -86.606    -.048     1     2
  157    269.000       -88.523      -88.480    -.043     1     2
  159    271.667       -89.996      -89.958    -.038     1     2
  162    273.000       -90.638      -90.602    -.036     1     2
    3     90.100       169.535      169.530     .005     1     3
    7     93.589       160.737      160.742    -.005     1     3
   14     98.383       158.527      158.477     .050     1     3
   17    102.100       169.269      169.191     .078     1     3
   18    107.500       153.072      153.029     .043     1     3
   24    114.383       136.160      136.160     .000     1     3
   27    118.100       128.619      128.633    -.014     1     3
   29    121.333       132.470      132.512    -.042     1     3
   32    125.100       136.246      136.280    -.034     1     3
   34    127.500       160.503      160.469     .034     1     3
   37    135.000       133.807      133.805     .002     1     3
   39    139.000       125.223      125.243    -.020     1     3
   45    142.000       122.818      122.856    -.038     1     3
   46    145.000       121.077      121.109    -.032     1     3
   50    148.229       113.831      113.865    -.034     1     3
   52    155.000        95.116       95.095     .021     1     3
   55    158.000        89.395       89.382     .013     1     3
   58    161.333        85.409       85.405     .004     1     3
   59    163.589        82.668       82.659     .009     1     3
   62    166.680        83.041       82.967     .074     1     3
   64    169.200        84.743       84.673     .070     1     3
   67    171.383        87.476       87.427     .049     1     3
   72    174.000        91.887       91.843     .044     1     3
   75    177.000        95.738       95.749    -.011     1     3
   78    179.383        97.666       97.641     .025     1     3
   80    183.100       101.713      101.708     .005     1     3
   83    187.100        98.304       98.379    -.075     1     3
   87    193.589        83.558       83.520     .038     1     3
   93    197.383        74.160       74.115     .045     1     3
   96    206.229        56.861       56.806     .055     1     3
   99    210.000        50.959       50.903     .056     1     3
  102    216.100        40.188       40.167     .021     1     3
  105    218.383        36.161       36.152     .009     1     3
  111    222.000        30.952       30.952     .000     1     3
  113    225.300        26.955       26.971    -.016     1     3
  117    227.750        24.105       24.130    -.025     1     3
  120    230.500        21.631       21.650    -.019     1     3
  124    234.000        21.430       21.399     .031     1     3
  127    236.589        21.707       21.678     .029     1     3
  133    239.229        21.630       21.610     .020     1     3
  136    243.000        21.937       21.919     .018     1     3
  138    245.383        21.660       21.661    -.001     1     3
  141    248.229        20.738       20.756    -.018     1     3
  144    253.000        18.253       18.290    -.037     1     3
  147    260.000        13.557       13.614    -.057     1     3
  153    263.500        11.081       11.146    -.065     1     3
  156    268.520         7.625        7.688    -.063     1     3
  158    271.333         5.979        6.039    -.060     1     3
  163    273.000         5.121        5.176    -.055     1     3
    9     95.100         -.026        -.026     .000     3     2
   20    110.000         -.020        -.020     .000     3     2
   41    140.383         -.011        -.011     .000     3     2
   68    171.383    -.4150E-02   -.4374E-02     .000     3     2
   89    195.000    -.3460E-02   -.3365E-02     .000     3     2
  108    221.589    -.1040E-02   -.1009E-02     .000     3     2
  128    236.589    -.6920E-03   -.7571E-03     .000     3     2
  149    262.680    -.5190E-03   -.5468E-03     .000     3     2
  164    273.000    -.4760E-03   -.4627E-03     .000     3     2
  167    -47.500          .341         .342     .000     5     1
  168    -75.600          .312         .312     .000     5     1
  169   -152.000          .260         .259     .001     5     1
  170   -305.000          .208         .207     .001     5     1
  171   -486.000          .176         .175     .001     5     1
  172    -47.500         1.139        1.161    -.022     6     1
  173    -75.600          .464         .474    -.010     6     1
  174   -152.000          .091         .093    -.002     6     1
  175   -305.000          .014         .014     .000     6     1
  176   -486.000     .3880E-02    .3900E-02     .000     6     1


  Pressure    Log P      WC       Rel K     Log RK      Abs K    Log KA     Diffus     Log D
  .000E+00             .3990     .100E+01             .292E+02
  .141E+01    .150     .3984     .574E+00   -.241     .168E+02   1.224     .266E+05   4.425
  .168E+01    .225     .3982     .549E+00   -.260     .160E+02   1.205     .239E+05   4.378
